# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
380,20201212,212,28,30,30,1,30,1,60,13,73,58,8,84,17,55,12,0,0,87,45,31,13,23,9982,10058,24,9914,1,   19,   20,   65,    2,8,95,97,21,91,1,1
380,20201213,198,44,47,80,24,30,1,120,24,70,61,17,85,12,56,18,38,48,305,8,7,7,4,10093,10113,10,10063,1,   44,    2,   75,   11,8,82,96,1,71,22,4
380,20201214,189,49,50,70,1,30,15,120,7,94,71,1,115,12,65,6,23,29,185,38,46,15,10,10072,10080,10,10062,6,   59,   10,   75,    1,8,83,95,10,74,23,3
380,20201215,189,32,33,50,3,20,22,80,3,83,55,24,96,15,10,24,5,6,78,88,70,13,6,10108,10155,23,10070,1,    7,   24,   70,    1,6,94,98,22,81,3,1
380,20201216,163,27,29,50,21,10,10,100,19,82,44,3,110,14,19,6,18,23,225,0,0,0,1,10150,10162,7,10138,24,   10,    1,   75,   22,7,86,95,1,75,24,3
380,20201217,210,50,51,70,14,40,16,120,12,90,63,24,107,13,54,24,39,49,325,25,8,5,6,10191,10228,23,10138,1,   65,    5,   75,    1,6,81,90,6,70,14,5
380,20201218,185,44,45,70,12,30,19,110,11,80,62,19,116,14,38,24,60,76,406,0,0,0,1,10198,10225,1,10159,24,   66,   23,   83,   14,5,80,87,1,64,14,6
380,20201219,192,48,50,70,10,30,4,120,12,99,62,4,127,12,48,6,27,34,243,0,-1,-1,1,10141,10159,23,10121,12,   70,    1,   80,   12,5,80,87,3,68,12,4
380,20201220,199,41,42,60,13,30,7,100,13,90,58,24,113,13,48,24,12,15,210,0,0,0,1,10180,10209,23,10159,2,   70,    1,   75,   11,7,82,88,22,74,15,3
380,20201221,192,63,65,90,18,40,1,150,23,86,55,2,128,24,46,6,0,0,82,44,56,17,16,10147,10207,1,10091,24,   57,   16,   75,   11,8,85,92,16,72,11,1
380,20201222,230,50,52,90,1,20,17,150,1,126,110,21,139,13,107,24,3,4,152,41,32,7,22,10131,10150,16,10092,1,   37,   22,   70,    3,8,90,97,22,81,14,2
380,20201223,205,48,49,70,17,20,9,130,23,111,87,24,122,11,79,24,0,0,54,71,126,31,3,10095,10140,1,10064,17,   49,    3,   75,   20,7,89,97,3,71,23,1
380,20201224,284,22,41,80,10,20,9,130,10,52,29,23,90,1,23,24,0,0,64,56,42,16,10,10122,10196,24,10061,4,   57,   10,   75,    1,8,89,95,12,75,1,1
380,20201225,312,21,27,40,1,10,10,70,1,26,2,22,53,13,-6,12,37,47,322,0,0,0,1,10246,10265,20,10198,1,   60,   22,   75,   13,6,88,95,6,75,13,4
380,20201226,209,63,64,110,24,30,1,170,24,32,8,1,51,14,1,6,32,40,259,0,0,0,1,10201,10265,1,10066,24,   56,    2,   75,   10,8,83,95,2,73,14,3
380,20201227,194,104,104,140,11,50,22,240,12,43,33,24,55,7,32,24,0,0,55,96,45,8,12,9854,10051,1,9762,18,   58,   21,   75,    1,8,83,94,21,74,7,1
380,20201228,161,26,31,60,2,20,8,80,1,29,5,23,48,12,-26,24,16,20,209,24,17,10,2,9777,9795,24,9769,1,   65,    1,   75,   12,7,86,94,3,79,12,2
380,20201229,218,31,33,60,12,10,1,110,12,21,-13,2,44,14,-32,6,7,9,120,0,0,0,1,9895,9972,24,9797,1,   58,   10,   74,   13,8,88,95,5,80,12,1
380,20201230,218,40,42,60,24,20,1,90,22,34,8,4,45,17,-2,6,0,0,96,22,14,7,23,10021,10048,19,9972,1,   56,    6,   75,   17,8,88,93,3,78,16,1
380,20201231,197,4,21,50,2,10,7,80,3,25,20,19,36,2,19,18,0,0,94,167,86,25,18,10031,10059,24,10016,13,   23,   23,   70,    2,8,93,96,21,88,2,1
380,20210101,228,21,23,30,10,10,3,50,11,20,1,22,36,13,-6,24,11,14,238,0,-1,-1,1,10098,10133,24,10061,1,   22,    5,   62,   15,8,92,96,1,86,14,3
380,20210102,211,22,28,50,7,10,16,70,7,16,-1,7,26,18,0,12,0,0,131,13,6,3,10,10142,10150,10,10134,1,   18,    6,   57,    3,8,93,97,7,90,3,1
380,20210103,29,46,46,60,12,20,1,90,12,21,15,24,27,13,15,24,0,0,69,0,-1,-1,1,10147,10154,20,10141,5,   27,    1,   75,   13,8,88,96,2,77,14,1
380,20210104,47,47,47,60,11,40,1,90,12,15,11,4,21,19,10,6,0,0,72,0,-1,-1,1,10154,10163,10,10147,1,   59,    1,   70,   15,8,90,93,1,86,20,1
380,20210105,41,45,45,50,1,40,3,70,1,17,12,19,23,11,11,6,0,0,83,0,-1,-1,1,10161,10167,19,10153,4,   35,   19,   63,    1,8,90,95,19,87,11,1
380,20210106,6,23,33,50,5,20,13,70,4,20,8,23,28,5,4,18,4,5,71,4,1,1,6,10159,10167,10,10153,24,   39,    2,   70,   12,8,91,95,2,84,12,1
380,20210107,249,31,32,40,18,20,1,80,22,14,5,8,25,15,4,6,0,0,75,102,31,6,14,10137,10150,1,10129,13,   24,    8,   62,   17,8,94,96,8,91,5,1
380,20210108,268,13,20,40,1,10,15,70,1,9,-17,23,25,14,-34,24,0,0,80,117,65,10,15,10166,10214,24,10127,1,    0,   23,   65,   18,7,96,99,24,92,15,1
380,20210109,234,15,16,20,2,10,1,40,22,-1,-6,1,8,13,-7,6,0,0,168,3,2,1,19,10244,10260,22,10217,1,    0,   24,   24,    8,8,98,99,1,98,4,2
380,20210110,204,22,23,30,6,10,1,50,7,5,-14,23,37,13,-27,24,18,22,282,0,0,0,1,10250,10259,2,10237,24,    0,    1,   65,   17,7,93,99,2,84,13,3
380,20210111,215,62,63,80,19,40,1,130,20,21,-7,1,48,23,-9,6,0,0,106,19,8,5,24,10190,10236,1,10122,24,   56,   24,   70,   16,8,86,92,24,83,16,1
380,20210112,254,38,47,80,1,10,21,140,3,46,6,23,76,12,-14,24,6,7,152,102,175,30,7,10112,10182,24,10060,8,   50,    1,   75,   16,6,89,96,9,75,16,2
380,20210113,242,35,36,60,11,20,20,100,11,25,-5,2,50,14,-12,6,34,41,384,0,-1,-1,1,10173,10190,4,10155,16,   50,    3,   75,   13,8,89,97,3,77,13,4
380,20210114,72,30,36,60,20,10,5,90,20,12,-14,24,36,1,-21,24,21,25,223,38,28,14,3,10188,10208,24,10174,1,   46,    3,   75,   11,8,85,97,4,76,14,2
380,20210115,12,24,28,50,1,10,18,70,1,-2,-23,3,10,13,-32,6,0,0,126,0,0,0,1,10279,10311,22,10216,1,   59,   11,   70,    1,8,86,92,24,82,2,1
380,20210116,193,36,36,60,12,10,1,90,12,-2,-13,20,13,12,-12,24,0,0,164,59,17,5,18,10237,10303,1,10163,24,   16,   22,   82,   12,8,85,97,18,63,13,2
380,20210117,241,29,35,50,1,20,9,70,1,28,-8,1,54,14,-8,6,0,0,148,47,31,8,7,10201,10249,24,10158,4,    1,    8,   70,   16,8,95,99,7,89,16,2
380,20210118,226,48,49,70,23,30,1,110,21,44,25,6,65,13,21,6,22,26,298,3,1,1,21,10226,10247,1,10186,24,   58,    6,   71,   12,8,88,94,6,79,12,4
380,20210119,216,84,85,100,6,60,20,180,11,55,36,2,73,16,30,6,0,0,47,62,64,20,8,10098,10175,1,10054,24,   23,    7,   75,    1,8,86,94,15,75,24,1
380,20210120,196,79,80,100,21,50,18,170,23,90,52,2,115,21,48,6,32,37,346,0,-1,-1,1,9983,10045,1,9901,24,   75,    1,   83,    9,8,62,74,1,52,16,5
380,20210121,207,86,90,140,4,50,18,250,5,79,35,5,118,3,32,6,40,46,403,53,74,36,5,9901,9946,11,9840,24,   58,    5,   83,    1,7,76,93,5,58,2,6
380,20210122,229,36,40,100,1,20,16,160,1,39,10,21,92,1,-9,24,36,41,403,20,28,16,1,9939,9978,21,9855,1,   56,    1,   83,   14,8,83,93,2,63,15,5
380,20210123,203,24,38,60,5,10,16,90,3,35,0,23,64,14,1,24,39,45,402,44,37,14,24,9948,9973,1,9922,21,    6,   24,   80,   14,7,83,99,24,67,14,5
380,20210124,220,21,39,50,1,30,10,100,1,8,0,1,24,13,1,6,25,28,371,96,62,20,1,9987,10014,11,9942,1,   10,    1,   75,   14,8,90,98,1,77,14,4
380,20210125,246,19,30,50,21,10,3,90,22,10,-2,5,23,15,-6,18,38,43,361,53,32,10,3,10059,10127,24,9974,1,   11,    9,   70,   21,7,91,98,1,83,14,4
380,20210126,235,43,46,50,1,40,10,110,6,28,12,22,54,14,4,24,24,27,341,0,-1,-1,1,10175,10195,15,10131,1,   69,    2,   75,   11,8,80,87,3,72,24,4
380,20210127,209,51,53,70,4,30,17,130,5,31,9,3,48,18,7,6,0,0,80,31,8,3,8,10129,10173,1,10114,7,   18,    8,   75,    1,8,92,98,16,71,1,1
380,20210128,226,37,44,60,13,30,5,130,14,79,42,1,107,14,41,6,0,0,86,165,211,32,9,10029,10105,1,9994,12,   14,    2,   64,   20,8,95,98,3,89,21,1
380,20210129,244,47,50,70,8,30,16,170,5,87,71,14,103,12,70,18,12,13,222,105,223,32,4,9974,10013,23,9933,4,   50,   12,   70,   15,8,89,96,2,80,8,3
380,20210130,62,52,58,80,17,30,1,120,16,15,0,10,74,1,0,12,0,0,171,166,123,39,2,10006,10020,24,9984,15,   17,   10,   70,   23,8,93,97,10,84,24,2
380,20210131,80,43,45,50,1,30,8,80,1,4,-18,6,22,14,-24,12,13,14,311,41,21,6,20,9995,10036,9,9916,24,   48,   23,   70,    1,7,88,95,24,83,14,3
380,20210201,266,6,25,40,1,10,8,80,7,34,18,1,52,13,17,6,0,0,193,32,8,2,13,9955,10036,24,9900,4,   12,   19,   58,    1,8,96,97,13,93,7,2
380,20210202,209,39,44,70,12,20,6,120,12,77,34,1,112,16,33,6,0,0,130,50,65,19,10,10001,10037,2,9979,10,   23,    8,   70,   11,8,90,98,9,83,24,2
380,20210203,226,44,55,90,14,20,9,140,14,94,72,22,124,15,70,24,17,18,264,79,127,45,10,9983,10070,24,9940,13,   50,   24,   75,   13,8,87,97,10,73,15,4
380,20210204,198,26,34,50,1,20,16,110,1,76,47,8,108,14,39,12,65,69,635,6,8,8,1,10126,10146,10,10080,1,   60,    1,   80,   13,7,81,91,8,66,14,9
380,20210205,188,15,23,40,12,10,17,70,7,79,58,20,107,15,24,24,25,27,371,0,0,0,1,10114,10121,11,10105,4,   61,   20,   75,   15,8,85,94,20,79,14,5
380,20210206,61,52,54,80,16,10,2,120,16,49,11,22,76,1,12,24,0,0,212,105,146,28,19,10058,10102,1,9983,24,   31,   22,   70,   13,8,94,97,4,89,12,3
380,20210207,51,60,61,90,1,30,15,130,1,-13,-36,24,16,2,-34,24,0,0,100,125,90,19,1,9971,9984,18,9950,7,   21,   18,   62,   12,8,94,96,8,91,24,1
380,20210208,46,66,67,80,1,50,21,120,1,-55,-71,24,-35,1,-70,24,0,0,277,1,1,1,19,10000,10035,24,9980,3,   34,    4,   68,   14,8,85,90,1,81,22,2
380,20210209,55,51,51,60,1,40,8,100,23,-70,-97,8,-43,14,-101,12,85,88,864,0,-1,-1,1,10072,10088,19,10037,1,   59,    1,   80,   18,4,74,84,8,65,13,7
380,20210210,47,49,49,70,14,30,20,110,16,-62,-105,7,-26,14,-109,12,52,54,689,0,-1,-1,1,10148,10244,24,10080,3,   60,    7,   75,   12,6,77,85,24,72,13,6
380,20210211,64,29,30,40,12,10,5,80,17,-50,-96,7,-9,14,-115,12,90,92,1056,0,0,0,1,10294,10316,22,10249,1,   56,    5,   83,   16,1,76,91,5,60,14,9
380,20210212,67,49,50,80,13,30,3,130,14,-56,-86,6,-19,16,-93,6,74,75,854,0,0,0,1,10330,10368,24,10313,1,   75,    1,   83,   15,1,70,80,4,55,13,7
380,20210213,88,47,47,70,13,20,22,110,16,-41,-83,7,2,15,-90,12,90,91,1009,0,0,0,1,10380,10392,21,10370,2,   75,    2,   83,   14,2,61,75,6,47,16,9
380,20210214,135,38,43,70,12,20,1,140,12,8,-81,2,76,14,-112,6,88,88,962,0,0,0,1,10345,10384,1,10291,24,   75,    1,   83,    8,7,40,70,1,17,13,11
380,20210215,199,54,56,80,14,30,2,120,14,47,23,2,67,15,9,6,0,0,248,17,13,10,12,10247,10294,1,10228,14,   43,   16,   83,    1,8,70,94,17,40,5,3
380,20210216,204,52,54,70,14,40,1,120,19,88,52,1,143,13,42,12,47,47,718,29,20,9,21,10155,10224,1,10111,18,   35,    1,   83,   14,8,77,96,1,54,14,10
380,20210217,214,57,59,80,12,40,24,140,13,90,72,5,119,14,63,6,17,17,517,0,-1,-1,1,10169,10178,11,10146,1,   67,    6,   77,   14,8,79,87,5,68,14,7
380,20210218,190,44,50,70,14,30,2,150,19,84,49,24,125,12,40,24,0,0,297,37,24,8,19,10108,10160,1,10064,16,   63,   18,   83,   10,7,74,86,18,55,12,4
380,20210219,189,44,45,70,11,20,20,110,11,79,35,3,116,15,26,6,74,72,857,0,0,0,1,10160,10175,10,10143,24,   65,    3,   83,   14,7,76,91,3,57,15,12
380,20210220,173,51,52,70,10,30,4,110,10,127,93,8,174,14,82,6,92,89,940,0,0,0,1,10128,10145,7,10113,16,   75,    1,   83,   24,7,63,78,4,47,14,15
380,20210221,169,38,40,60,1,20,18,90,1,134,90,6,184,15,66,24,97,93,1092,0,0,0,1,10137,10149,24,10127,2,   80,    6,   83,    1,3,50,66,6,39,14,17
380,20210222,184,40,41,60,12,30,1,100,10,141,117,1,182,14,90,6,44,42,599,0,0,0,1,10196,10262,24,10152,3,   69,   19,   83,    1,5,47,57,24,39,13,10
380,20210223,202,53,55,90,14,30,1,150,16,146,108,5,183,15,92,6,43,41,724,0,0,0,1,10293,10315,19,10258,3,   66,    6,   81,   12,6,63,72,6,53,15,12
380,20210224,198,41,42,60,11,20,23,100,12,145,107,6,193,14,48,24,95,90,1070,0,0,0,1,10289,10310,1,10264,24,   64,   20,   74,   15,1,66,78,6,51,13,17
380,20210225,226,19,32,40,3,10,17,80,20,136,95,24,188,13,68,6,83,78,1016,13,14,13,24,10270,10305,24,10257,15,   15,   24,   71,   10,6,68,97,24,50,13,16
380,20210226,349,29,31,50,2,10,6,90,2,71,29,24,108,13,10,24,60,56,839,32,35,11,4,10347,10386,24,10308,1,   30,    1,   83,   17,5,75,95,1,48,15,11
380,20210227,50,27,30,50,22,10,2,90,22,48,10,3,89,16,-23,6,57,53,892,0,0,0,1,10399,10415,10,10387,2,    9,    4,   80,   16,6,83,98,4,67,15,11
380,20210228,65,40,41,60,11,20,5,90,10,62,21,6,111,15,-3,6,99,91,1236,0,0,0,1,10360,10391,1,10336,23,   58,   24,   81,   12,1,76,90,6,56,14,16
380,20210301,60,43,44,60,11,20,23,100,16,54,10,7,129,15,-5,24,70,64,1113,0,0,0,1,10322,10339,8,10305,16,    1,    6,   82,   16,2,82,99,6,43,16,14
380,20210302,114,19,24,40,16,10,11,80,15,98,12,1,165,15,-5,6,99,90,1243,0,0,0,1,10299,10309,9,10288,16,   61,    1,   79,   10,0,62,90,1,44,13,18
380,20210303,215,21,28,40,4,10,22,60,6,110,65,7,163,14,38,6,85,77,1063,2,2,2,23,10272,10292,1,10238,24,   44,   24,   72,    5,6,63,91,24,44,15,16
380,20210304,347,21,25,40,16,10,1,80,24,51,27,24,87,1,25,24,2,2,176,96,238,75,5,10214,10232,1,10204,13,    1,    8,   70,   22,8,94,99,5,81,23,2
380,20210305,34,41,45,70,11,10,24,100,11,22,-13,21,58,14,-58,24,101,91,1430,0,-1,-1,1,10290,10338,24,10236,1,   64,    1,   83,   13,3,63,87,4,41,16,16
380,20210306,55,29,31,50,11,10,1,80,12,14,-42,5,66,15,-69,6,101,90,1410,0,0,0,1,10324,10347,8,10290,24,   70,   24,   83,   17,1,66,81,24,43,16,16
380,20210307,18,21,23,40,12,10,3,80,13,11,-36,4,64,15,-68,6,84,74,1212,0,0,0,1,10256,10289,1,10235,17,    1,    9,   83,   17,4,77,98,8,54,17,13
380,20210308,123,1,16,30,11,10,1,50,11,40,-3,6,78,15,-28,6,84,74,1163,0,0,0,1,10230,10247,8,10209,24,   58,    8,   77,   12,7,71,85,6,57,12,14
380,20210309,236,25,27,50,6,10,18,70,6,44,26,7,62,17,19,24,0,0,189,72,27,5,8,10191,10208,1,10180,14,   14,   12,   70,   15,8,90,94,12,75,1,2
380,20210310,202,58,58,100,22,20,1,160,19,70,28,1,105,13,12,6,6,5,654,18,4,3,21,10146,10195,1,10049,24,   14,    4,   80,   14,8,76,96,3,51,15,9
380,20210311,231,93,98,130,11,70,19,240,9,93,55,24,133,12,52,24,45,39,917,17,27,17,9,10007,10053,24,9979,10,   56,    3,   82,   16,7,70,87,4,50,14,13
380,20210312,226,75,77,100,11,60,4,170,12,66,53,6,94,13,46,6,16,14,593,24,31,13,14,10062,10090,8,10029,24,   56,   14,   75,    1,8,77,87,15,63,12,8
380,20210313,233,76,81,120,7,30,21,280,7,63,17,22,93,13,11,24,46,39,749,88,120,24,20,9980,10035,24,9940,6,   21,    7,   81,   18,7,76,91,22,58,16,10
380,20210314,248,43,48,70,16,30,19,130,18,49,27,6,89,14,19,6,30,26,696,7,4,2,14,10108,10144,18,10043,1,   59,    9,   80,   14,8,81,92,9,66,15,9
380,20210315,300,45,49,70,13,30,8,140,16,58,41,22,86,13,34,24,50,42,888,38,39,13,2,10158,10225,24,10092,3,   50,    1,   82,   15,7,83,95,3,61,15,12
380,20210316,291,20,25,40,1,10,13,90,11,47,37,12,65,10,37,24,1,1,422,136,94,13,12,10242,10255,11,10228,1,   47,   11,   68,   14,8,90,95,20,84,12,5
380,20210317,344,35,37,60,11,30,1,100,11,42,24,24,67,12,18,24,10,8,497,39,25,13,10,10264,10284,23,10245,1,   29,    6,   75,   12,7,88,96,7,71,14,6
380,20210318,287,15,24,50,23,10,3,90,24,35,0,3,65,14,-21,6,20,17,781,0,-1,-1,1,10238,10276,2,10191,23,   11,    5,   75,   12,8,86,97,3,71,12,9
380,20210319,29,53,55,80,10,30,20,130,11,42,1,7,84,14,-4,6,100,83,1572,0,0,0,1,10246,10283,24,10194,1,   61,    6,   83,   14,4,69,90,6,46,15,19
380,20210320,12,17,24,40,9,10,16,70,10,37,-21,7,89,16,-36,6,110,91,1701,0,0,0,1,10285,10307,8,10258,24,   61,    5,   83,   16,3,68,93,5,36,13,21
380,20210321,335,35,40,60,12,20,1,100,10,57,40,3,79,13,35,24,3,2,645,6,2,1,4,10243,10256,1,10232,6,   10,    5,   75,   10,8,78,97,5,64,15,8
380,20210322,319,20,22,30,1,10,19,60,8,52,25,5,79,16,7,24,1,1,588,0,-1,-1,1,10258,10268,20,10245,3,   58,    7,   83,   14,8,77,92,6,58,16,7
380,20210323,209,28,30,50,12,20,1,80,11,72,26,1,123,15,-3,24,69,56,1391,0,0,0,1,10258,10271,10,10245,24,   59,    4,   73,   12,5,72,84,1,59,13,19
380,20210324,221,29,35,60,13,10,20,90,12,94,25,5,158,15,13,6,112,90,1724,0,0,0,1,10224,10245,1,10206,16,   58,    5,   75,   17,5,66,86,5,45,16,25
380,20210325,222,31,33,50,12,10,1,80,12,81,33,3,122,13,14,6,18,14,923,0,-1,-1,1,10208,10214,9,10201,2,   47,    6,   75,   13,6,81,91,3,70,14,13
380,20210326,207,53,57,80,11,30,1,140,15,103,54,24,148,12,46,6,90,72,1447,6,3,3,24,10161,10201,1,10113,22,   56,    1,   83,   17,4,67,89,1,49,12,21
380,20210327,242,54,57,80,5,20,19,140,6,69,34,7,110,14,31,12,84,67,1440,18,13,6,6,10224,10281,22,10148,1,   57,    6,   83,   16,7,65,88,6,38,14,19
380,20210328,223,50,53,90,10,30,1,170,11,99,50,2,146,15,36,6,96,76,1619,0,0,0,1,10275,10284,23,10268,15,   75,    1,   81,   10,8,63,75,3,46,14,24
380,20210329,221,43,46,70,9,20,19,120,9,136,77,24,203,16,47,24,117,92,1910,0,0,0,1,10298,10313,24,10280,2,   79,    9,   83,   18,6,49,67,6,26,14,31
380,20210330,113,14,23,40,1,10,6,80,9,147,45,7,231,14,-2,6,117,92,1918,0,0,0,1,10292,10319,8,10252,24,   72,   11,   83,    1,2,44,72,6,20,13,31
380,20210331,223,16,23,30,2,10,18,70,8,168,84,6,242,14,37,6,118,92,1900,0,0,0,1,10215,10247,1,10194,18,   66,   24,   83,    1,1,46,65,24,30,18,33
380,20210401,14,28,41,70,15,10,1,110,21,132,46,24,206,13,37,24,105,81,1740,0,0,0,1,10215,10248,24,10194,3,   57,   15,   83,   19,3,63,85,24,46,10,28
380,20210402,8,45,48,60,15,30,23,110,19,58,29,4,101,14,24,6,40,31,1156,0,-1,-1,1,10258,10267,23,10248,1,   62,    4,   83,   19,7,76,92,4,57,15,15
380,20210403,358,39,40,60,21,20,24,90,4,69,30,24,115,16,13,24,60,46,1475,0,0,0,1,10274,10285,9,10260,2,   65,    8,   80,   18,7,68,83,1,47,15,20
380,20210404,268,14,23,50,23,10,3,80,24,57,26,1,97,15,4,6,44,34,1086,0,0,0,1,10233,10276,1,10148,24,   62,   20,   75,   12,6,72,82,1,59,15,14
380,20210405,280,46,58,90,15,20,20,170,15,29,-8,17,67,8,-14,24,37,28,809,22,23,16,9,10128,10163,20,10077,8,   38,    9,   83,   14,7,80,93,9,49,14,10
380,20210406,271,36,38,60,16,30,2,110,12,3,-7,24,28,10,-11,24,29,22,799,63,83,15,13,10149,10160,24,10138,15,    2,   12,   70,   10,8,93,98,13,82,10,9
380,20210407,263,49,50,80,14,20,24,130,14,16,-8,1,59,16,-12,6,21,16,714,52,34,12,8,10197,10243,24,10161,1,    9,    9,   83,   18,8,80,98,5,53,17,8
380,20210408,218,30,33,50,10,10,19,110,14,43,4,4,88,16,-2,6,61,46,1537,0,-1,-1,1,10231,10257,8,10182,24,   70,    1,   82,   10,8,63,86,2,43,10,19
380,20210409,224,30,37,60,13,10,19,120,13,88,28,1,141,15,13,6,65,48,1645,19,12,8,23,10142,10177,1,10118,23,   63,   22,   83,   19,8,61,93,24,44,14,23
380,20210410,172,12,20,40,20,10,1,80,11,83,57,4,102,20,44,6,0,0,374,107,121,17,17,10103,10134,10,10069,23,    2,   24,   70,   20,8,93,98,24,86,20,5
380,20210411,329,32,34,50,11,20,20,80,10,39,6,24,73,1,-16,24,10,7,416,79,89,32,2,10148,10233,24,10072,1,   26,    2,   80,   17,7,84,97,1,69,17,5
380,20210412,248,23,28,60,12,20,1,130,12,25,-14,3,71,16,-31,6,47,35,1253,3,1,1,11,10281,10318,24,10237,1,   57,   24,   83,   16,5,81,92,3,54,15,15
380,20210413,337,6,22,30,5,10,23,70,17,38,-29,5,96,14,-41,6,87,64,1761,0,0,0,1,10326,10339,9,10318,1,   45,    5,   83,   15,4,68,95,1,40,16,21
380,20210414,28,16,28,60,14,10,1,100,14,43,-15,5,95,14,-45,6,58,42,1555,0,-1,-1,1,10308,10319,1,10296,17,   70,    4,   83,   18,6,66,86,24,45,13,19
380,20210415,24,26,28,50,17,10,6,80,17,43,-18,5,93,16,-35,6,69,50,1389,0,0,0,1,10301,10313,9,10289,18,   65,    3,   83,   15,6,70,95,5,45,14,17
380,20210416,26,35,38,50,12,20,8,90,13,62,-9,4,117,16,-28,6,66,48,1716,0,0,0,1,10275,10290,8,10260,18,   70,    5,   83,   13,6,60,83,6,40,15,23
380,20210417,14,37,40,60,17,30,3,90,10,73,13,5,130,15,-1,6,97,70,2008,0,0,0,1,10249,10266,6,10231,16,   70,    3,   82,   11,5,65,88,5,44,14,27
380,20210418,336,23,26,40,15,10,5,70,14,88,15,5,147,14,-11,6,78,56,1740,0,0,0,1,10224,10235,7,10212,24,   61,   24,   83,   19,5,66,89,4,45,11,25
380,20210419,237,0,18,20,1,10,11,50,16,74,33,6,111,16,12,24,23,16,823,6,1,1,11,10200,10211,1,10190,24,   34,    7,   66,   19,6,86,93,4,76,17,11
380,20210420,50,5,13,30,14,10,1,60,19,108,33,5,170,17,-3,6,94,67,1712,0,0,0,1,10173,10187,1,10160,17,   12,    3,   76,   18,1,68,98,5,42,16,26
380,20210421,10,26,40,80,22,10,9,110,19,101,38,24,165,15,11,6,75,53,1721,0,0,0,1,10184,10230,24,10163,4,   56,    7,   82,   22,2,67,88,5,49,15,25
380,20210422,22,38,40,50,1,30,6,80,1,70,10,5,125,16,-3,6,124,87,2453,0,0,0,1,10261,10282,24,10235,1,   65,    5,   81,   18,4,64,85,5,45,16,33
380,20210423,40,29,30,50,8,20,1,70,8,76,2,5,138,15,-20,6,132,92,2521,0,0,0,1,10286,10302,7,10273,18,   63,    5,   81,   19,2,66,88,4,43,15,35
380,20210424,42,51,53,70,16,40,2,100,13,81,20,5,141,16,10,6,118,82,2377,0,0,0,1,10266,10279,7,10249,16,   70,    2,   83,   19,7,61,84,5,43,15,33
380,20210425,40,48,48,60,1,30,23,90,1,63,10,5,117,15,-2,24,96,67,2232,0,0,0,1,10259,10277,8,10236,24,   68,    5,   83,   19,4,65,83,5,49,14,29
380,20210426,49,42,44,60,11,30,5,100,11,80,-5,5,144,15,-19,6,134,93,2587,0,0,0,1,10183,10229,1,10129,24,   70,    2,   83,   18,3,55,87,4,30,16,36
380,20210427,58,37,38,50,11,20,5,90,11,94,12,4,160,15,-11,6,135,93,2552,0,0,0,1,10091,10125,1,10063,24,   75,    2,   83,    1,3,49,76,2,31,17,37
380,20210428,76,15,30,50,16,10,8,100,23,127,25,4,198,14,-3,6,96,66,2254,0,0,0,1,10027,10058,1,10002,21,   74,   10,   83,   19,5,48,72,4,29,12,35
380,20210429,249,41,44,70,12,20,20,130,12,76,24,24,115,1,2,24,14,10,722,2,1,1,10,10071,10129,23,10010,1,   57,    6,   80,    1,6,75,86,6,65,16,10
380,20210430,239,21,27,40,2,20,11,60,14,74,9,1,127,14,-5,6,42,29,1642,0,0,0,1,10136,10150,23,10126,15,   60,   24,   80,   17,7,72,88,24,44,14,22
380,20210501,297,16,23,40,17,10,2,70,21,74,4,5,126,15,-16,6,81,55,1623,0,0,0,1,10144,10157,24,10133,16,   23,    5,   83,   18,4,68,96,5,43,15,22
380,20210502,292,24,27,40,8,10,23,100,14,69,26,1,118,15,-23,24,72,49,1427,3,1,1,16,10194,10223,24,10160,1,   57,    4,   83,   10,5,67,92,5,47,13,19
380,20210503,210,52,55,90,23,20,1,150,23,94,8,3,142,14,-20,6,76,51,1912,0,0,0,1,10167,10223,1,10037,24,   65,    4,   83,   17,7,56,85,3,39,14,28
380,20210504,238,83,92,120,7,40,19,220,11,94,49,23,139,15,46,24,52,35,1352,35,32,10,23,10011,10036,22,9984,7,   61,    9,   83,    1,8,69,88,23,39,1,19
380,20210505,259,41,46,80,12,10,20,140,10,71,31,24,118,15,-3,24,82,55,1867,7,11,8,21,10073,10105,21,10025,1,   63,   11,   83,   19,6,70,92,23,39,16,25
380,20210506,235,26,31,50,2,10,18,90,2,71,36,23,116,13,23,24,39,26,1470,21,5,2,20,10071,10088,1,10047,15,   57,   24,   83,   13,8,76,93,23,48,12,20
380,20210507,269,22,33,60,8,20,2,110,8,73,16,3,135,16,-18,24,72,48,1810,0,-1,-1,1,10154,10190,20,10091,1,   32,    3,   83,   19,5,67,96,3,38,17,25
380,20210508,183,47,50,80,18,20,4,130,18,126,40,1,185,17,2,6,27,18,1137,0,-1,-1,1,10124,10179,1,10078,24,   75,    1,   83,    2,7,60,70,1,46,9,18
380,20210509,178,47,48,90,12,30,1,140,12,210,129,4,272,15,104,6,61,40,1990,0,-1,-1,1,10022,10071,1,9997,24,   75,    1,   83,    5,7,52,73,1,38,15,37
