# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
380,20180102,218,54,60,90,20,40,1,170,20,62,47,1,86,24,42,6,0,0,169,64,28,5,6,10084,10136,11,9986,24,   58,    3,   75,   12,8,87,93,5,79,11,2
380,20180103,247,83,88,110,3,60,24,230,5,85,69,24,112,4,58,24,4,5,87,58,114,62,4,9954,10014,22,9883,7,   30,    4,   75,    6,7,75,94,3,63,8,1
380,20180104,231,60,63,90,17,40,9,190,20,83,63,3,120,16,54,6,0,0,72,55,40,9,11,9967,10010,2,9923,15,   42,   13,   75,   23,7,84,98,9,65,19,1
380,20180105,221,56,57,80,5,30,9,150,5,76,46,23,95,15,35,24,17,21,212,25,16,6,3,9983,10030,24,9953,4,   57,    3,   73,   16,7,84,94,3,76,1,3
380,20180106,64,11,33,60,22,10,10,80,21,50,31,7,73,14,13,12,0,0,146,0,-1,-1,1,10088,10165,24,10028,1,   38,   23,   70,    2,8,91,95,23,85,12,2
380,20180107,48,81,81,90,7,60,1,150,8,29,16,17,48,1,11,18,2,2,169,6,2,2,3,10226,10248,19,10171,1,   40,    1,   70,    7,8,86,95,3,82,15,2
380,20180108,71,57,60,70,1,40,21,120,13,36,18,1,54,15,15,24,0,0,119,0,0,0,1,10208,10240,1,10150,24,   62,   23,   73,   15,8,84,91,24,79,14,1
380,20180109,133,18,25,40,2,10,8,70,2,45,-1,8,75,23,-11,12,5,6,166,0,0,0,1,10106,10141,1,10088,15,   57,    7,   70,   19,7,89,98,7,84,14,2
380,20180110,186,34,35,60,12,20,17,110,12,72,49,24,95,13,20,24,14,17,254,38,24,12,7,10092,10109,24,10080,13,   62,   20,   75,   11,8,85,95,20,75,13,3
380,20180111,40,12,18,30,15,10,3,80,10,58,37,3,81,14,22,6,0,0,209,0,0,0,1,10174,10238,24,10110,1,    6,   24,   70,    1,8,93,99,24,84,12,3
380,20180112,15,10,14,30,1,0,13,50,1,45,10,20,60,14,-2,24,0,0,82,0,0,0,1,10261,10272,20,10240,1,    1,   19,   31,   12,7,97,100,24,93,13,1
380,20180113,94,24,25,40,15,10,1,70,14,32,-4,7,72,13,-16,12,33,40,326,0,0,0,1,10237,10262,1,10205,24,    0,    1,   70,   18,5,87,100,8,72,14,4
380,20180114,117,23,30,50,24,20,8,70,10,30,0,7,64,13,-21,12,69,82,458,0,0,0,1,10196,10205,10,10177,24,   59,   19,   67,   12,2,82,95,7,71,13,5
380,20180115,203,77,79,130,18,50,1,210,18,54,31,5,78,23,22,6,0,0,131,39,36,10,17,10045,10168,1,9937,20,   62,    5,   75,   12,8,85,95,21,79,3,2
380,20180116,245,56,59,70,3,30,19,160,14,54,27,19,76,13,15,24,26,31,316,5,19,17,10,9945,9959,17,9928,6,   62,   18,   81,   14,7,80,88,1,61,16,4
380,20180117,245,58,60,80,14,50,6,170,5,30,4,7,44,16,2,12,23,27,246,35,50,17,5,10031,10089,22,9936,1,   28,    5,   75,    4,8,83,97,7,73,18,3
380,20180118,243,67,78,140,10,20,21,250,10,55,10,24,106,9,5,24,18,21,288,60,75,34,22,10001,10057,1,9918,8,   29,    4,   82,   13,8,80,97,23,57,10,4
380,20180119,229,45,46,60,13,40,1,110,5,31,17,23,59,14,9,24,32,37,378,19,20,7,6,10090,10107,23,10048,1,   44,    4,   75,   12,7,86,96,1,74,15,4
380,20180120,209,23,36,60,5,10,19,90,3,21,13,16,34,11,13,24,2,2,96,92,65,12,12,10044,10101,1,9988,16,   26,   22,   70,    2,8,94,98,18,87,5,1
380,20180121,203,24,31,50,21,20,1,80,21,23,-7,8,46,13,-14,12,38,44,348,30,19,10,22,10138,10174,11,10076,1,   11,    7,   72,   20,8,91,98,1,80,20,4
380,20180122,251,30,35,50,2,30,1,90,20,69,28,1,89,12,27,6,0,0,208,31,13,7,4,10111,10203,24,10063,5,    7,    5,   70,   12,8,91,100,5,82,14,3
380,20180123,211,58,59,80,14,30,1,140,19,81,46,2,101,24,35,6,23,26,352,6,1,1,1,10209,10227,10,10194,22,   41,   22,   75,   13,8,84,92,20,72,13,5
380,20180124,211,84,86,110,21,60,2,180,21,116,96,24,133,12,95,24,5,6,267,3,2,2,24,10146,10194,1,10103,22,   57,    8,   75,   11,8,81,93,8,72,18,4
380,20180125,210,33,35,50,1,20,21,120,18,72,57,21,96,1,48,24,0,0,147,77,62,16,15,10128,10139,24,10119,13,   36,    1,   70,    7,8,92,96,2,83,13,2
380,20180126,217,20,23,30,2,10,17,70,12,60,43,6,76,15,10,24,11,12,288,0,0,0,1,10197,10274,24,10137,1,   56,   24,   72,   15,8,91,97,7,80,15,4
380,20180127,216,43,45,90,22,10,1,140,24,56,42,24,78,15,33,12,64,72,534,7,4,4,24,10298,10316,11,10275,1,   18,   24,   75,   16,7,85,97,2,72,17,7
380,20180128,226,67,67,80,16,60,6,120,2,81,42,1,104,15,41,6,3,3,187,25,8,4,1,10313,10324,11,10292,1,   22,    1,   70,   13,8,93,98,2,84,14,3
380,20180129,239,62,65,80,4,20,24,140,8,88,49,24,98,12,26,24,0,0,83,25,21,10,19,10278,10308,1,10240,16,   25,   18,   75,   10,7,87,98,19,78,16,1
380,20180130,211,27,30,50,23,10,17,90,23,48,10,8,77,14,-5,12,50,55,554,0,-1,-1,1,10274,10311,8,10185,24,    1,    3,   73,   15,7,90,99,3,73,15,7
380,20180131,225,64,66,100,10,30,19,170,11,70,26,24,94,3,11,24,0,0,75,72,75,22,13,10068,10171,1,10013,22,   50,    2,   70,    8,7,90,96,2,84,16,1
380,20180201,220,52,53,80,10,30,17,140,11,26,10,7,48,16,3,12,26,28,296,6,3,3,13,10016,10034,20,10002,6,   63,   19,   75,   15,5,85,92,13,78,16,3
380,20180202,247,35,38,60,1,20,16,120,8,28,19,15,42,10,14,18,2,2,136,68,42,13,13,10050,10090,24,10023,7,   47,   14,   70,    1,8,95,98,16,86,1,2
380,20180203,231,21,26,50,14,10,5,70,11,23,12,6,39,13,5,6,0,0,223,12,2,1,16,10078,10104,24,10059,14,   27,    7,   70,   15,8,95,98,2,87,13,3
380,20180204,26,48,50,70,3,30,1,100,3,-4,-25,24,22,1,-34,24,9,10,275,21,9,6,2,10201,10255,23,10111,1,   27,    1,   75,    6,7,84,96,1,76,8,3
380,20180205,61,52,53,60,4,50,1,90,13,-6,-27,5,30,15,-35,6,83,88,803,0,0,0,1,10240,10263,9,10196,24,   56,    4,   80,   15,1,80,92,4,64,15,8
380,20180206,55,41,43,50,1,30,4,80,1,-17,-32,5,1,13,-40,6,4,4,277,8,2,1,17,10146,10188,1,10125,16,   39,   16,   64,    2,8,84,94,18,78,12,3
380,20180207,4,26,28,40,2,10,22,70,2,-23,-58,24,11,16,-80,24,58,61,639,0,0,0,1,10174,10205,24,10142,1,   58,    9,   76,   17,4,80,89,9,66,16,6
380,20180208,191,28,28,30,5,20,1,80,12,-33,-76,6,13,14,-87,6,62,65,743,0,0,0,1,10207,10222,10,10186,24,   28,    3,   62,   11,5,80,95,2,62,13,7
380,20180209,186,48,48,70,9,20,1,120,9,-6,-37,4,20,13,-54,6,62,64,678,43,6,2,21,10142,10183,1,10117,16,   21,   21,   71,   16,8,82,98,21,69,12,7
380,20180210,208,46,48,80,22,30,5,130,23,19,4,24,47,15,3,18,20,21,240,27,10,4,24,10145,10168,11,10078,24,    7,    9,   75,   18,8,89,99,8,71,16,3
380,20180211,224,55,63,100,5,40,16,170,6,32,6,24,61,14,0,24,16,16,317,43,32,6,1,10037,10083,24,10003,6,   40,    4,   81,   16,7,85,95,24,64,16,4
380,20180212,231,41,43,50,1,30,18,90,1,16,-9,24,46,13,-20,24,34,35,492,3,9,9,14,10145,10170,19,10089,1,   64,   14,   80,   13,6,80,93,1,67,13,6
380,20180213,163,39,43,70,12,20,22,110,12,10,-20,23,53,13,-59,24,87,88,943,0,0,0,1,10123,10161,1,10098,15,   70,    1,   83,   17,0,70,83,2,49,15,10
380,20180214,155,37,38,60,14,20,2,120,14,18,-35,6,59,14,-76,6,90,90,957,0,0,0,1,10143,10158,9,10117,24,   75,    5,   83,   22,4,60,73,6,47,11,11
380,20180215,197,38,43,70,2,20,19,130,2,44,9,24,90,16,-11,24,10,10,194,65,70,14,3,10132,10202,24,10092,7,   30,    8,   83,    1,7,90,97,9,59,1,2
380,20180216,214,20,26,40,5,10,18,70,14,28,-11,7,82,15,-47,24,89,88,936,0,0,0,1,10255,10274,11,10210,1,   58,    5,   80,   15,3,81,97,1,54,14,11
380,20180217,82,27,30,40,7,20,2,70,15,17,-9,23,57,14,-41,24,57,56,727,0,0,0,1,10234,10259,23,10216,7,   61,   22,   72,   13,5,80,90,8,66,15,8
380,20180218,181,26,27,40,11,20,1,80,8,22,-29,7,78,14,-54,6,90,88,971,0,0,0,1,10255,10270,11,10233,24,   59,    5,   73,   17,3,73,91,5,54,16,11
380,20180219,176,14,18,30,8,10,2,90,12,8,-29,4,39,15,-63,6,15,15,457,0,0,0,1,10197,10229,1,10174,24,   59,    6,   68,   16,8,79,94,4,65,16,5
380,20180220,34,25,28,50,19,10,1,70,19,13,-21,23,49,12,-35,24,38,37,662,0,0,0,1,10191,10231,24,10173,1,   57,    8,   60,    1,6,79,89,4,65,13,7
380,20180221,36,44,45,60,16,30,2,80,11,-3,-44,7,46,14,-57,12,93,90,1009,0,0,0,1,10242,10252,8,10231,1,   42,    7,   64,   17,1,76,91,6,57,15,11
380,20180222,51,62,62,80,13,40,1,120,13,-1,-31,2,43,14,-42,6,93,89,1104,0,0,0,1,10226,10238,8,10212,17,   59,    1,   81,   17,0,70,85,2,49,14,12
380,20180223,57,63,63,90,11,50,1,130,11,-10,-41,4,30,15,-54,6,95,90,1169,0,0,0,1,10209,10220,1,10197,15,   61,    5,   82,   17,0,64,84,4,44,14,12
380,20180224,66,75,76,90,8,50,1,160,13,-7,-49,6,52,14,-56,6,95,90,1129,0,0,0,1,10233,10260,24,10210,1,   67,    6,   83,   18,2,52,65,6,37,10,12
380,20180225,62,66,68,80,10,60,1,130,21,-28,-54,7,6,14,-61,12,97,91,1215,0,0,0,1,10279,10292,10,10262,1,   80,    9,   83,    1,1,49,65,24,36,12,11
380,20180226,44,62,64,90,14,30,7,140,15,-44,-73,6,-10,12,-82,6,48,45,805,8,1,1,8,10278,10296,5,10247,24,   56,    7,   83,   17,5,71,91,8,50,16,7
380,20180227,51,57,58,80,11,30,21,130,13,-52,-83,7,-9,14,-97,24,93,86,1215,0,0,0,1,10217,10243,1,10198,16,   70,    1,   83,   13,1,62,81,1,38,13,10
380,20180228,82,71,71,100,20,30,1,160,21,-61,-89,6,-24,13,-97,6,99,91,1236,0,0,0,1,10179,10209,8,10119,24,   65,   21,   83,    4,2,53,75,1,37,14,10
380,20180301,81,93,93,110,12,80,4,180,12,-33,-69,1,8,15,-71,6,59,54,963,0,0,0,1,10047,10116,1,9992,24,   67,   21,   76,   15,8,45,55,1,32,14,9
380,20180302,83,71,71,100,5,40,23,160,5,-27,-39,8,-2,14,-38,12,0,0,299,66,23,6,20,9967,9983,1,9953,8,    8,   19,   68,    1,8,62,93,23,43,14,3
380,20180303,76,30,33,60,15,20,7,80,14,2,-30,7,40,14,-34,12,73,66,1078,14,5,2,1,9963,9977,24,9951,6,   26,    1,   56,   11,8,86,93,2,74,15,12
380,20180304,155,25,38,70,21,20,1,120,21,68,-4,4,131,13,-12,6,49,44,925,6,2,1,18,9947,9976,1,9912,19,   16,    1,   80,   16,7,77,98,4,56,15,12
380,20180305,175,29,36,60,1,20,18,100,1,71,35,7,129,15,-2,24,48,43,872,0,0,0,1,9938,9954,8,9912,24,   70,    1,   82,   14,7,75,90,4,54,15,12
380,20180306,205,23,28,50,11,10,19,80,10,69,33,5,112,12,-24,24,45,40,925,0,0,0,1,9914,9931,24,9900,4,   67,    9,   80,   16,7,77,87,22,68,16,12
380,20180307,207,31,39,60,17,20,2,130,20,51,21,4,80,11,-8,6,2,2,326,58,53,19,9,9955,10017,24,9923,3,   50,    9,   75,   11,7,86,96,18,75,14,4
380,20180308,208,62,63,110,11,40,3,170,11,46,18,5,85,11,9,6,28,25,530,20,32,24,13,10016,10056,24,9988,14,   50,   13,   75,    9,4,85,91,24,75,11,7
380,20180309,187,30,33,40,1,20,14,90,13,64,20,6,95,24,11,6,8,7,572,45,45,26,20,10057,10078,10,10019,24,   50,   21,   75,   10,8,88,97,21,75,12,8
380,20180310,188,45,46,70,10,20,1,110,10,121,92,1,156,13,79,24,10,9,668,12,4,2,1,10003,10016,1,9993,24,   65,    1,   80,   12,8,82,93,1,68,12,10
380,20180311,174,36,42,70,10,30,1,120,11,122,92,24,152,16,80,24,27,23,629,0,0,0,1,9940,9987,1,9921,24,   63,    2,   80,   12,8,79,91,2,66,15,10
380,20180312,207,52,54,80,11,30,1,140,12,106,82,24,147,12,80,24,55,47,1010,19,25,14,17,9931,9959,24,9917,3,   60,   24,   82,   12,7,79,91,24,62,11,15
380,20180313,250,45,51,70,1,20,20,130,9,57,41,20,85,2,39,24,0,0,130,118,71,22,7,10047,10128,23,9961,1,   29,    7,   70,    2,8,94,98,22,87,2,2
380,20180314,127,22,33,50,15,10,5,80,15,69,11,5,126,14,-6,6,96,82,1427,0,0,0,1,10092,10131,8,10013,24,   17,    5,   81,   14,5,77,98,4,54,14,19
380,20180315,107,41,42,60,2,20,16,100,2,71,45,6,113,13,37,6,13,11,452,57,69,25,17,9964,10001,1,9949,13,   56,   23,   75,    3,8,77,93,23,59,12,6
380,20180316,50,16,35,70,22,20,1,100,22,58,5,24,97,14,5,24,2,2,356,40,48,16,11,10017,10055,21,9974,1,   34,   10,   63,    6,8,94,98,9,89,1,5
380,20180317,55,81,82,100,9,70,1,140,10,-19,-28,23,5,1,-30,24,0,0,269,6,1,1,8,10045,10059,23,10035,14,   41,    6,   75,   15,8,82,92,6,71,16,3
380,20180318,66,67,70,90,11,40,18,130,9,-14,-30,7,9,15,-32,6,11,9,627,0,0,0,1,10082,10109,21,10058,3,   70,   11,   83,   24,8,64,75,7,51,23,6
380,20180319,52,53,56,70,8,40,23,110,13,-8,-42,23,31,15,-56,24,59,49,1160,0,0,0,1,10130,10172,24,10105,3,   73,   12,   83,    6,5,54,61,5,43,16,12
380,20180320,5,38,50,90,13,20,4,140,13,19,-47,2,86,16,-66,6,80,66,1517,7,3,3,7,10222,10289,24,10174,1,   36,    7,   83,    1,4,60,94,8,30,15,17
380,20180321,231,15,25,40,11,10,6,90,11,16,-21,4,69,14,-44,6,47,39,1198,0,0,0,1,10291,10313,9,10251,24,    3,    5,   77,   17,7,81,99,5,55,16,13
380,20180322,242,34,35,60,7,20,15,100,7,47,17,1,68,15,14,6,0,0,196,65,38,13,7,10173,10240,1,10130,24,    7,   23,   66,    1,8,93,99,23,78,1,2
380,20180323,202,42,44,70,13,20,23,120,13,52,42,24,69,14,36,24,4,3,474,5,1,1,1,10068,10125,1,10021,24,   40,    1,   75,   14,8,83,98,1,72,14,6
380,20180324,87,23,28,40,11,10,8,90,20,72,35,24,126,14,-1,24,77,62,1459,0,0,0,1,10022,10038,23,10011,15,   65,   22,   76,   10,6,69,82,3,52,15,20
380,20180325,16,17,23,40,14,10,2,70,14,82,17,2,133,15,-18,6,92,74,1620,0,0,0,1,10083,10128,24,10039,1,   56,   23,   69,   11,7,64,80,5,46,11,23
380,20180326,287,11,20,30,1,10,5,110,19,61,15,24,111,14,-14,24,46,37,1200,2,2,2,19,10164,10178,20,10130,1,   19,    7,   82,   15,6,75,97,7,43,14,16
380,20180327,190,33,39,60,15,20,1,120,15,59,2,2,105,10,-28,6,7,6,612,90,43,9,16,10103,10172,1,10051,23,   14,   23,   81,    9,7,85,98,19,58,10,8
380,20180328,239,39,46,100,18,20,13,190,18,70,35,21,106,18,33,24,1,1,340,83,87,23,13,10024,10057,5,9948,17,   33,    3,   70,   17,8,92,98,1,84,10,5
380,20180329,218,31,38,60,11,20,18,110,13,69,32,4,112,16,26,6,61,48,1212,2,3,3,11,10057,10066,9,10046,24,   58,    4,   83,   18,7,69,90,4,44,16,16
380,20180330,158,29,36,60,17,20,3,110,18,92,55,24,148,14,43,6,32,25,1155,30,18,13,19,9998,10043,1,9964,16,   65,   20,   83,   16,7,68,91,20,39,13,17
380,20180331,199,23,30,40,4,10,19,80,18,79,40,4,131,12,26,6,52,41,1252,19,33,11,17,10002,10031,24,9982,3,   62,   16,   82,   15,7,77,94,21,51,12,17
380,20180401,260,29,34,50,9,10,21,90,6,58,38,23,81,12,22,24,4,3,478,21,7,4,2,10097,10143,21,10034,1,   50,   16,   72,   10,8,86,94,6,76,12,6
380,20180402,176,38,40,80,23,20,1,120,23,94,32,1,148,13,12,6,9,7,879,13,2,1,23,10055,10127,1,10005,20,   56,    2,   83,   15,8,69,91,24,48,13,13
380,20180403,196,61,62,90,22,40,19,150,22,120,93,2,162,15,86,6,23,18,777,13,9,6,1,10008,10023,24,9995,20,   65,    1,   83,   16,8,73,91,1,60,11,12
380,20180404,197,53,56,90,16,20,3,140,15,109,63,4,144,15,51,6,32,24,820,20,8,5,7,10008,10023,1,9992,17,   66,   20,   83,   17,7,77,89,4,60,19,12
380,20180405,264,34,48,80,6,10,20,140,5,68,22,22,96,1,-21,24,41,31,908,8,6,3,9,10144,10230,23,10024,1,   56,    9,   81,   16,8,74,88,9,53,16,12
380,20180406,113,39,41,60,12,20,23,100,12,97,24,1,175,14,4,6,117,89,2056,0,0,0,1,10169,10224,1,10117,24,   68,    6,   83,   18,6,55,80,1,30,14,30
380,20180407,152,31,36,60,10,20,19,120,21,154,53,1,228,16,20,6,116,87,1953,0,0,0,1,10095,10113,1,10080,16,   75,    4,   82,   12,7,52,73,5,35,14,33
380,20180408,73,4,23,40,10,10,6,60,10,168,103,6,234,14,66,6,73,55,1632,0,0,0,1,10067,10082,7,10052,15,   71,   15,   82,    1,7,53,74,7,33,13,28
380,20180409,71,13,31,50,15,10,1,90,23,139,97,3,174,15,62,6,5,4,920,0,-1,-1,1,10038,10065,6,10009,22,   40,    7,   65,   22,8,77,93,5,65,15,15
380,20180410,148,13,31,50,1,10,23,100,1,138,100,24,188,14,92,24,15,11,956,33,50,27,20,10034,10056,20,10015,1,   57,   20,   82,   15,8,72,90,20,52,14,15
380,20180411,97,10,23,40,21,10,9,90,12,100,69,24,130,16,62,24,13,10,515,33,28,10,9,10061,10077,10,10039,24,    6,   24,   70,    1,6,89,98,23,83,7,8
380,20180412,41,21,28,40,6,0,22,80,12,112,55,3,168,14,33,24,18,13,1051,0,-1,-1,1,10011,10032,1,9991,14,    0,    5,   58,   14,6,90,100,23,74,13,16
380,20180413,222,18,23,40,11,10,2,60,10,108,55,4,148,15,17,6,0,0,927,0,0,0,1,10089,10145,24,10033,1,   50,   24,   80,   12,7,82,95,1,68,12,14
380,20180414,141,7,21,40,17,10,4,70,19,131,66,4,188,15,40,6,51,37,1519,27,17,13,24,10171,10187,10,10147,1,   18,    5,   62,   15,7,80,98,4,58,13,24
380,20180415,194,28,32,50,10,20,2,80,10,140,106,6,184,14,71,24,70,51,1537,40,18,8,4,10124,10160,1,10107,16,   60,    1,   83,   15,7,76,97,1,56,14,25
380,20180416,266,16,26,40,10,10,2,70,10,130,84,24,179,15,41,24,105,76,2100,2,2,2,2,10165,10221,24,10119,1,   65,    3,   80,   13,4,73,94,5,49,16,33
380,20180417,208,15,20,40,11,0,21,80,11,145,59,6,213,16,15,6,126,91,2194,0,0,0,1,10253,10286,24,10224,1,   63,    3,   80,   17,4,64,95,3,43,17,36
380,20180418,90,24,29,50,16,10,2,90,8,179,83,3,248,16,32,6,128,92,2271,0,0,0,1,10294,10315,9,10277,18,   66,    9,   82,   19,3,55,87,3,30,15,40
380,20180419,107,26,32,60,15,10,8,100,14,206,103,4,280,13,49,6,130,93,2315,0,0,0,1,10253,10275,2,10235,17,   71,    8,   82,    1,3,48,74,5,29,12,43
380,20180420,234,17,28,40,13,10,23,70,13,203,122,5,270,13,84,6,123,87,2135,0,0,0,1,10224,10238,1,10207,18,   66,   23,   82,    1,4,55,76,5,38,12,39
380,20180421,36,19,24,40,16,10,2,60,12,173,105,5,235,15,66,6,118,83,2155,0,0,0,1,10200,10224,7,10158,24,   19,    6,   69,   21,3,70,96,5,47,13,37
380,20180422,222,23,30,70,15,10,2,140,15,194,110,5,267,15,65,6,95,67,1824,1,1,1,12,10119,10151,1,10093,15,   57,    5,   81,   19,6,64,91,5,38,17,33
380,20180423,244,39,41,50,10,30,1,90,2,145,87,24,187,14,74,24,86,60,2029,7,8,7,3,10159,10184,23,10125,1,   65,    1,   82,   19,6,66,90,1,46,16,33
380,20180424,226,49,50,60,3,30,18,110,11,127,82,3,162,22,73,6,27,19,1226,0,0,0,1,10156,10181,9,10097,24,   63,    8,   81,   21,8,72,79,4,64,15,19
380,20180425,251,51,53,70,11,40,18,130,4,128,78,23,159,16,62,24,51,35,1459,6,5,4,6,10120,10146,23,10092,2,   57,    6,   83,   18,6,65,90,6,46,15,23
380,20180426,240,42,45,70,11,20,23,120,12,99,46,24,145,13,19,24,50,35,1509,6,18,7,15,10168,10179,11,10144,1,   68,    5,   81,   17,7,67,85,4,51,19,22
380,20180427,192,24,29,50,23,10,5,120,23,128,45,4,190,16,12,6,89,61,2121,0,0,0,1,10105,10168,1,10065,17,   75,    1,   83,   19,7,54,77,3,35,14,33
380,20180428,215,40,42,60,8,20,20,110,8,129,75,24,169,15,29,24,10,7,1153,0,0,0,1,10107,10120,21,10083,1,   73,   13,   83,   18,7,61,79,24,47,18,18
380,20180429,9,27,36,70,21,10,2,110,21,124,46,4,190,17,11,6,46,31,1518,78,234,76,23,10052,10108,1,9978,24,   24,   22,   73,   13,7,85,97,22,71,14,24
380,20180430,208,73,75,110,15,20,2,210,17,96,51,24,134,11,50,24,16,11,996,90,74,17,2,10000,10053,24,9973,3,   45,    2,   81,   14,8,83,98,3,63,14,14
380,20180501,227,51,54,80,1,20,20,160,1,86,49,2,137,15,14,24,68,46,1758,28,11,6,2,10114,10139,22,10059,1,   64,    1,   83,   18,7,69,90,1,50,13,25
380,20180502,210,37,41,60,9,20,2,110,11,121,41,4,180,16,12,6,133,90,2572,0,-1,-1,1,10118,10134,1,10094,16,   70,   24,   83,   19,3,59,84,24,41,16,40
380,20180503,356,24,29,40,16,20,4,80,13,116,70,24,166,15,47,24,110,74,2519,0,0,0,1,10183,10216,23,10128,1,   57,    5,   83,   19,4,65,95,5,43,15,38
380,20180504,38,38,39,60,15,10,4,100,15,125,48,3,187,16,3,6,138,92,2641,0,0,0,1,10227,10240,24,10216,1,   70,    2,   81,   17,0,62,85,3,41,16,41
380,20180505,49,45,46,60,9,30,5,100,10,145,66,5,218,15,47,6,140,93,2701,0,0,0,1,10235,10245,9,10221,17,   65,    5,   83,   19,0,61,85,4,40,17,44
380,20180506,70,36,38,60,14,20,3,100,15,181,77,4,252,14,34,6,140,93,2750,0,0,0,1,10214,10232,8,10194,18,   74,   11,   83,   18,0,53,77,4,29,16,48
380,20180507,75,30,32,60,15,10,3,100,14,187,104,4,248,15,38,6,140,93,2747,0,0,0,1,10172,10199,2,10141,24,   75,    4,   83,    1,0,52,77,4,34,14,49
380,20180508,81,25,28,40,1,10,5,90,12,207,126,4,270,15,59,6,140,92,2673,0,0,0,1,10096,10135,1,10072,18,   75,    4,   83,   19,0,47,72,5,33,17,49
380,20180509,286,18,29,50,18,10,11,90,19,193,114,5,271,13,63,6,128,84,2455,0,0,0,1,10067,10082,6,10051,15,   56,    8,   83,    1,2,59,78,24,35,12,44
380,20180510,280,31,34,50,12,10,24,90,12,127,80,24,168,13,45,24,22,14,1090,29,39,22,1,10141,10214,24,10075,1,   31,    1,   81,   15,7,76,94,2,56,17,17
380,20180511,83,20,24,40,10,10,1,70,12,139,58,5,203,16,16,6,115,75,2320,0,0,0,1,10183,10213,1,10154,18,   63,    9,   82,   21,4,67,93,2,45,16,37
380,20180512,104,25,29,60,16,10,24,100,15,179,86,4,239,14,39,6,88,57,2132,0,0,0,1,10127,10158,1,10095,24,   70,    3,   83,   20,8,56,81,3,38,13,37
380,20180513,290,23,31,50,3,10,1,80,3,130,114,24,150,1,102,6,0,0,319,63,23,6,5,10126,10139,20,10096,1,   45,   12,   73,    2,8,88,93,11,79,2,5
380,20180514,333,25,33,40,8,30,1,70,13,158,106,4,240,17,108,24,54,35,1451,29,5,2,7,10126,10142,24,10115,16,    5,    6,   82,   20,5,83,99,5,54,17,24
380,20180515,32,21,30,50,10,10,5,80,10,176,116,1,238,15,85,24,117,75,2593,0,0,0,1,10148,10157,8,10140,3,    3,    3,   83,   20,4,62,99,4,36,13,45
380,20180516,352,34,39,60,19,20,4,110,19,161,115,24,214,12,88,6,61,39,1558,3,11,10,14,10171,10209,24,10144,1,   58,   14,   80,   13,7,71,82,24,57,11,26
380,20180517,346,42,43,60,1,20,24,100,1,123,78,24,183,15,48,24,124,79,2786,0,0,0,1,10223,10234,22,10213,1,   62,    2,   74,   15,6,65,88,3,38,16,43
380,20180518,338,27,29,40,16,20,1,80,18,114,71,5,172,15,58,24,87,56,2359,0,0,0,1,10229,10240,9,10216,17,   64,    3,   74,   15,8,67,87,4,44,16,36
380,20180519,10,18,22,40,16,10,4,90,20,112,55,3,166,14,26,6,72,46,1941,0,0,0,1,10229,10240,11,10217,17,   59,    3,   77,   19,3,71,94,3,49,17,29
380,20180520,68,18,28,60,17,10,1,130,17,152,64,4,241,17,7,6,109,69,2622,0,-1,-1,1,10208,10231,7,10184,16,   22,    5,   82,   17,3,71,98,3,42,15,43
380,20180521,74,29,38,70,11,0,2,130,18,173,124,1,253,14,111,6,53,34,1879,32,175,134,18,10140,10179,1,10116,23,   29,   17,   82,   15,8,71,96,22,40,13,33
380,20180522,58,10,21,60,13,10,5,120,13,159,116,13,234,11,97,6,54,34,1381,38,497,477,13,10132,10160,24,10112,2,   41,   13,   73,    8,7,85,96,24,57,10,23
380,20180523,50,23,27,50,13,0,3,80,13,173,132,4,226,15,118,24,33,21,1383,25,26,18,8,10185,10197,22,10160,1,   15,    4,   81,   18,8,82,98,2,61,17,24
380,20180524,70,29,35,60,9,10,1,100,13,180,123,3,238,13,94,6,75,47,2052,9,25,24,18,10175,10193,1,10155,15,   57,   23,   80,   10,5,78,98,23,63,8,36
380,20180525,114,11,17,20,1,10,3,80,20,201,125,3,264,14,94,6,125,78,2587,0,0,0,1,10176,10183,24,10169,2,   50,    3,   81,   16,5,72,98,3,43,14,47
380,20180526,80,35,34,50,10,10,1,90,11,226,145,5,280,15,105,6,141,88,2727,0,0,0,1,10185,10192,10,10179,3,   56,    3,   83,   20,6,65,96,3,44,16,52
380,20180527,86,24,29,60,12,10,1,160,12,202,166,23,270,11,145,6,38,24,1248,25,146,125,12,10171,10178,1,10160,18,   31,   12,   80,    9,8,77,89,12,60,10,23
380,20180528,56,25,30,50,16,10,3,90,16,227,146,4,283,16,124,6,111,69,2626,0,0,0,1,10164,10183,9,10142,24,   65,    4,   82,   17,7,66,91,4,47,16,50
380,20180529,217,21,29,60,16,10,4,100,16,205,164,4,260,12,147,6,55,34,1391,0,-1,-1,1,10127,10139,1,10113,17,   58,   13,   75,   16,7,80,94,4,65,10,26
380,20180530,149,10,18,30,1,10,16,60,1,212,143,3,265,14,114,6,99,61,2104,0,-1,-1,1,10135,10143,11,10125,3,   65,    1,   81,   17,4,74,97,3,57,11,39
